Title,DOI
Helmholtz coil – cell system spatial relationship and electrical dosage in the electromagnetic modulation of tissue growth and repair,10.1007/bf00783666
Cyclotorn resonance in cell membranes: the theory of the mechanism,10.1007/978-1-4899-1968-7_6
Models for pattern formation during development of higher organisms in Malacinski and Bryant,10.1086/414211
Mitogenetic radiation,10.1038/216169a0
Endogenous ionic currents and voltages in amphibian embryos,10.1002/jez.1402680407
Calcium wave in activating hamster eggs,10.2307/1541643
Microwave biological effects: an overview,10.1109/proc.1980.11579
Influence of power frequency electric and magnetic fields on human health,10.1111/j.1749-6632.1987.tb37646.x
Attempts to simulate the association between geomagnetic activity and spontaneous seizures in rats using experimentally generated fields,10.2466/pms.1996.82.2.619
Experimental simulation of the effects of increased geomagnetic activity upon nocturnal seizures in epileptic rats,10.1016/s0304-3940(97)13446-2
Control of Nicotiana tabacum  callus growth by alternating and pulsed electric field,10.3109/15368379409030716
Biological accounts emerging from some kinds of electromagnetic waves in the environment,10.1142/9789814415682_0006
60 -Hz electrical field parameters associated with the  perturbation of a eukaryotic syst em,10.1007/bf01324272
Ion currents associated with root tips,10.14219/jada.archive.2002.0287
Correlation between profile of ion -current circulation and root  development,10.1111/j.1399-3054.1989.tb02070.x
Ion currents and growth regulators in plant root development,10.2307/1541651
Electric fields induced in chicken eggs by 60 Hz magnetic fields,10.1002/bem.2250120604
Fine structure analysis of the cortical reaction in the sea urchin egg: after normal fertilization and aft er electric induction,10.1242/jeb.26.2.164
Biologic effect of a hypomagnetic environment,10.3389/fphys.2021.643943
Cellular spin resonance: theory and experiment,10.1007/bf01873190
Non -thermal vasodilation by radio -frequency burst -type electromagnetic field radiation in the frog,10.1113/jphysiol.1991.sp018509
Exposure to electromagnetic fields and brain malignancy: a newly discovered menace?,10.1002/ajim.4700130602
Communication in weakly electric  fish,10.1007/bf00191422
A study of growth limitation in earthworms,10.1002/jez.1401030306
On the relation between growth in length,10.4005/jjfs1919.13.374
Lactobacillus  inhibited by magnetic fields,10.14693/jdi.v26i3.1113
Alterations in patterns of flight caused by GMF anomalies in nocturnally migrating birds,10.1111/1365-2656.13075
Galvanotropism in the earthworm,10.1085/jgp.5.4.453
Effect of magnetic fields on membrane associated enzymes in chicken embryos,10.3109/15368379109031400
Effects of low -level millimeter waves on cellular and subce llular systems,10.1007/978-3-642-69186-7_6
Simultaneous application of a spatially coherent noise field bloks the response of cell cultures to a 60 Hz electromagnetic field,10.1002/bem.2250150203
Biophysics of plant growth in an electrostatic field,10.1038/206467a0
Concluding remarks on biophotons,10.5040/9781472562074.0005
Electromagnetic fields: their biological effects and regulation,10.1539/joh1959.33.359
Bioeffects of electromagnetic fields,10.1515/reveh.1994.10.3-4.155
Induction of apoptotic cell death in human leukemic cell line,10.1007/bf01240119
A simple method for making for making a vibrating probe system,10.1093/oxfordjournals.pcp.a076795
Local ion currents controlling the localized cytoplasmic movement associated with feeding ini tiation of Noctiluca,10.1007/bf01281147
Ionic currents during regeneration of thallus and rhizoid from  cell segments isolated from the marine alga Bryopsis,10.2307/1541647
Effect of ELF magnetic fields on enolase activity,10.3109/15368379409030713
Effect of orientation in the geomagnetic field and age of radicles on mitotic activity of the meristem under the influence of an artificial magnetic field,10.1038/299042a0
The electrical potential gradient in regenerating Tubularia : spatial and temporal characteristics,10.1086/physzool.17.4.30151735
Long -lived conformational changes induced by electric impulses in biopolyme rs,10.1073/pnas.69.4.993
Electromagnetic fields and ionic reactions at membrane interfaces,10.1364/opn.21.7.000050
Fundamentals of electropo rative delivery of drugs and genes,10.1016/s0302-4598(99)00008-2
Is there any influence of magnetic or astrophysical fields on the circadian rhythm of honeybees?,10.1007/bf00303713
High gradient magnetic field inhibits embryonic development of frogs,10.1038/2191358a0
The effect of high -gradient,10.1109/tmag.1976.1059080
On t he microwave response of the Drosophila melanogaster,10.1007/978-3-642-69186-7_5
The paradigm of biologically clsoed electric circuits (BCEC) and the formation of an international association (IABC) for BCEC systems,10.1016/0753-3322(93)90167-j
Reproductive hazards among workers at high voltage substations,10.1002/bem.2250040109
Genetic and reproductive hazards in high -voltage substations,10.1002/bem.2250040109
PEMF inducedcurrents and anti -cancer chemo- immunotherapy,10.1053/ctrv.2001.0222
Orientation of Fucus egg polarity by electric AC and DC fields,10.1007/bf01184690
Inhibition of regeneration of Acetabularia mediterranea enucleated posterior stalk segments by electrical isolation,10.1016/0304-4211(75)90031-0
Circadian rhythm  of the transcellular current in regenerating enucleated posterior stalk segments of Acetabularia mediterranea,10.1016/0304-4211(76)90096-1
Mechanism of action of weak electromagnetic field on ionic curre nts in aqueous solutions of amino acids,10.1002/(sici)1521-186x(1997)18:1<25::aid-bem5>3.0.co;2-7
Biomagnetism and plant life,10.1007/978-0-387-49885-0_8
Spontaneous current pulses through developing fucoid eggs,10.1073/pnas.71.12.4855
Relations between ameboid movement and membrane -controlled electrical currents,10.1085/jgp.69.6.743
Embryonic cell motility can be guided by physiological electric fields,10.1016/0014-4827(83)90284-7
Polarity of isolated blastomeres from mouse morulae: detection of transcellular ion currents,10.1016/0012-1606(85)90471-3
Extracellular calcium levels strongly influence neural crest  cell galvanotaxis,10.2307/1541662
Protein kinases are required for embryonic neural crest cell galvanotaxis,10.1002/cm.970240107
Ooplasmic segregation and secretion in the Pelvetia  egg is accompanied by a membrane -generated e lectrical current,10.1016/0012-1606(78)90089-1
Transcellular ion currents: signals and effectors of cell polarity,10.1042/bst0100206
The Involvement of transcellular ion current s and electric fields in pattern formation,10.1007/978-3-319-64334-2_10
Physiological electric fields can influence cell motility,10.1016/s1569-2558(08)60435-x
Endogenous ionic currents and DC electric fields in multicellular animal tissues,10.1002/bem.2250130714
A specific effect of high -frequency electric currents on biological objects,10.1038/157051a0
Mammalian teratogenesis,10.1109/proc.1980.11581
Geophysical variables and behavior: LXXXII: a strong association between sudden infant death syndrome and increments of global geomagnetic activity - possible support for the melatonin hypothesis,10.2466/pms.1997.84.2.395
Geophysical variables and behavior: LXXXV: sudden infant death,10.1177/003151259908800201
The side-effects to the internal organs of pulsing electro -magnetic fields with various frequencies,10.1269/jrr.41.385
Effects of direct current on the cultured growth cartilage cells,10.1002/jor.1100060511
Geomagnetic field detection in rodents,10.1016/0024-3205(88)90451-1
The neurobiology of magnetic field detection in rodents,10.1016/0301-0082(90)90016-a
Effect of Wnt -1 and related proteins on gap junctional communication in Xenopus  embryos,10.1126/science.252.5009.1173
Treatment of experimental tumors with a combination of a pulsing magn etic field and an antitumor drug,10.1111/j.1349-7006.1990.tb02673.x
Chronic or intractible medical problems associated with prolonged exposure to unsuspected harmful environmental electric,10.3727/036012991816357991
Electrophoretic movement and localisation of acetylcholine receptors in the embryonic muscle cell membrane,10.1038/275031a0
Directed lamellapodial protrusive activity in macrophages induced by extracellular electric fields,10.1002/cm.970020305
Directional Protrusive Pseudopodial Activity and  Motility in Macrophages induced by Extracellular Electric Fields,10.1002/cm.970020305
Detection thresholds for 60 Hz electric fields by nonhuman primates,10.1002/bem.2250160704
New perspectives in morphogenesis,10.1242/dev.00768
Electrophoretic movement of fertilized sea -urchin eggs,10.1242/jcs.55.1.105
Inhibitory effects of acute exposure to low -intensity 60 -Hz magnetic fields on electrically kindled seizure s in rats,10.1016/0006-8993(88)91510-7
Effect of ultra -short radio waves on plant growth,10.1126/science.90.2342.470
Interaction of MF 50 Hz,10.1515/reveh.1994.10.3-4.235
No effect of DC and 60 -Hz AC magnetic fields on the first mitosis of two species of sea urchin embryos,10.1002/(sici)1521-186x(1998)19:8<494::aid-bem7>3.0.co;2-m
Some bio -electric parameters of early Xenopus  embryos,10.1242/dev.24.3.535
Organismic spatial orientation in very weak magnetic fields,10.1038/1981061a0
Exposure to oscillating ma gnetic fields influences sensitivity to electrical stimuli,10.1002/bem.2250160505
A 50 -Hz magnetic field induces structural and biophysical changes in membrane s,10.1002/bem.2250140308
Electromagnetic fields in biological studies,10.1007/bf02584254
Search for cyclotron resonance in cells in vitro,10.1002/bem.2250100203
Diatom response to extremely low -frequency magnetic fields,10.2307/3578377
Direct current potentials associated with human ovulation,10.1016/0002-9378(48)90449-9
Time- varying magnetic field causes cell transform ation,10.14361/9783839442012-003
Possible modulation of reactions on the cell surface by changes in electrostatic potential that accompany cell contact,10.1111/j.1749-6632.1974.tb26804.x
Orientation of neurite growth by extracellular electric fields,10.1523/jneurosci.02-04-00483.1982
Perturbation of the direction of neurite growth by pulsed and focal electric fields,10.1523/jneurosci.04-12-02939.1984
Response of nerve growth cone to focal electric currents,10.1002/jnr.490130117
Induction of tumo rs in denervated skin,10.1038/2131234a0
Tissue cultures exposed to the influence of magnetic field,10.1038/137277b0
Studies in electrotaxis,10.1093/oed/7589705660
Polarization of fucoid eggs by steady electric fields,10.1016/0012-1606(76)90229-3
Ionic communication between liver cells,10.1083/jcb.29.1.171
Flash of very weak radiation on damage to living tissues,10.1016/s0168-583x(01)00907-7
Enhancement of limbic seizures by nocturnal application of e xperimental magnetic fields that simulate the magnitude and morphology of increases in geomagnetic activity,10.3109/00207459608986718
Metaphors for the effects of weak,10.2466/pms.1997.85.1.204
Putative perception of rotating permanent magnetic fields following ingestion of LSD,10.2466/pms.1998.87.2.601
Wars and inc reased solar -geomagnetic activity,10.2466/pms.1999.88.3c.1351
Possible learned detection of exogenous brain frequency electromagnetic fields: a case study,10.2466/pms.1987.65.2.444
Differential ratings of pleasantness following right and left hemispheric application of low energy magnetic fields that stimulate long -term potentiation,10.3109/00207459408986080
Differential entrainment of electroencephalographic activity by weak complex electromagnetic fields,10.2466/pms.1997.84.2.527
Suppression of experimental allergic encephalomyelitis in rats exposed nocturnally to magnetic fields,10.3109/00207450008999681
Effect of controlled EM radiation on the growth of cells in tissue  culture,10.1016/0022-4804(79)90103-3
Electromagnetic -field induced bioeffects in human cells  in vitro,10.1016/0302-4598(94)87003-9
Two magnetoreception pathways in a migratory salamander,10.1126/science.3738508
Behavioral evidence for use of a light -dependent magnetoreception mechanism by a vertebrate,10.1038/359142a0
An introductio n to the study of ELF magnetic field effects on white blood cells in mice,10.3109/15368379409030700
The responses of Drosoph ila melanogaster to weak magnetic fields,10.1201/9780203427538-30
Some responses of Drosophila  to weak magnetic and electrostatic fields,10.1038/211303b0
Electrochemical infor mation transfer at living cell  membranes,10.1007/bf00420831
The rate modulation of cell and tissue function via electrochemical information transfer,10.1016/0021-9290(80)90282-1
Bioeffects of weak electromagnetic fields,10.1515/reveh.1994.10.3-4.155
Giant culture cells by electric field induced fusion,10.1016/0014-5793(81)80497-8
Growth reaction and magnetotropism in roots of winter wheat,10.4141/cjps62-070
Magnetism and plant growth I: effect on germination and early growth of cereal seeds,10.4141/cjps63-104
Magnetism and plant growth II: effect on r oot growth of cereals,10.4141/cjps64-055
Biomagnetic responses in Kharkov 22 M.C. Winter Wheat,10.4141/cjps67-070
Magnetotropic responses in roots of wild oats,10.4141/cjps70-063
Biomagnetic responses in potatoes,10.4141/cjps72-119
Magnetic treatment and seed orientation of single harvest snap beans,10.21273/hortsci.25.9.1140e
Physiological and chemical features of magnetically treated winter wheat seeds and resultant seedlings,10.4141/cjps70-044
Biomagnetic responses in germinating malting baley,10.4141/cjps71-012
Relationship between biological extinctions and geomagnetic reversals. Geology,10.1130/0091-7613(1980)8<578:rbbeag>2.0.co;2
Separation of living and dead cells by dielectrophoresis,10.1126/science.152.3722.647-a
Dielectrophoresis of cells,10.1081/e-escs3-120012636
Microdielectrophoresis of dividing cells,10.1007/978-3-642-87137-5_3
Natu ral RF electrical oscillations from growing cells,10.9783/9780812297812-055
Natural AC electric fields in and about cells,10.1007/978-1-4613-2789-9_7
Dosimetry of extremely low frequency magnetic fields,10.1002/bem.2250130720
Effects of applied DC fields on sensory nerve  sprouting and mot or-nerve regenerating in adult rats,10.1016/0006-8993(84)91219-8
Photon storage in biological systems,10.1016/0223-5234(87)90306-0
Biophoton emission: new evidence for coh erence and DNA as source,10.1007/bf02788579
Physical aspects of biophotons,10.1007/bf01953305
Concerning the question of coherence in biological  systems,10.1007/bf02918378
Connection between cells of the developing squid as revealed by electrophysiological methods,10.1073/pnas.55.2.328
Effect of NMR on early stages of amphibian Rana -pipiens development,10.1002/jez.1401230305
Histo -physiological gradients and plant organogenesis,10.1007/bf02861550
Blood -brain barrier permeability in rats is altered by exposure to magnetic fields associated with magnetic resonance ima ging at 1.5 T,10.1002/jemt.1070270607
Behavioral evidence that magnetic field effects in the land snail,10.1016/s0304-3940(97)13359-6
The effect of a 50 Hz magnetic field on cognitive function in humans,10.1080/095530098141339
Ferromagnetic coupling to muscle receptors as a basis for geomagnetic field sensitivity in animals,10.1038/285099a0
Electron transfer and carcinogenesis,10.1038/196228a0
Cathode luminescence of normal and cancer cells,10.1063/1.1900317
Weak luminescence from the yeast Saccharomyces cerevisiae and the existence of mitogenetic radiation,10.1016/0006-291x(74)90306-4
Gro wth dependent luminescence from cultures of normal and respiratory deficient Saccharomyces cerevisiae,10.1111/j.1751-1097.1983.tb04482.x
An attempt to stimulate mitosis in Saccharomyces cerev isiae with the ultraviolet luminescence from exponential phase cultures of this yeast,10.2307/3576472
Effect of propagators and inhibitors on the ultraweak luminescence from maize roots,10.1002/bio.1170050403
use of the mosquito Aedes  aegypti as an experimental model to study electropollution,10.1079/cabicompendium.94883
Corr elation between convulsive seizure and geomagnetic activity,10.1016/0304-3940(81)90246-9
An endogenous sodium current may mediate wound healing in Xenopus neurulae,10.1016/0012-1606(88)90292-8
Electric field -induced orientation of rat hippocampal neurones in vitro,10.1113/expphysiol.1992.sp003580
Electric fiel ds induced curved growth of Enterobacter cloacae,10.32388/ywfut4
Oviposition and development of Drosophila  modified by ma gnetic fields,10.1002/bem.2250040404
An eleven -year cycle in human births,10.1007/bf01040961
Influence of extremely low f requency magnetic fields on chromosomes and the mitotic cycle in Vicia faba L.,10.1002/(sici)1521-186x(1998)19:3<152::aid-bem3>3.0.co;2-0
A refined technique to apply electrical currents to callus cultures,10.1104/pp.88.3.515
Io nic currents around developing embryos of higher plants in  culture,10.2307/1541648
Evidence of photon emission from DNA in living systems,10.1007/bf00401671
Electrometric correlates of the hypnotic state,10.1126/science.112.2908.341
Application of the Electrodynamic Field Theory in   Biology,10.1080/00029157.1959.10401782
History,10.1177/107769909006700417
Exposure to strong static magnetic field slows the growth of human cancer cells in vitro,10.1002/(sici)1521-186x(1996)17:5<358::aid-bem2>3.0.co;2-2
Bud regeneration and electric p olarities in Phaseolus    multiflorus,10.1104/pp.13.1.81
Electrical responses of Phaseolus multiflorus  to  electrical currents,10.1007/bf01810962
Different polarity  electrical stimulation can manipulate the number of mast cells during the healing of superficial wounds,10.1016/0190-9622(91)70171-w
Humoral (immunological) responses in female albino rats during rotating magnetic field exposures,10.1007/bf01041836
Biological and physical mechanisms of electromagnetic modulation of cell surface me mbrane adhesion,10.1007/978-1-4684-8059-7_9
Effect of magnetic field s on tissue respirations,10.1007/s11240-005-4852-0
"Elevations of complex partial epileptic -like experiences during increased geomagnetic activity for women reporting ""premenstrual syndrome""",10.2466/pms.1998.86.1.240
Cancer from Exposure to 50/60 Hz electric and magnetic fields,10.1093/oxfordjournals.epirev.a017958
Experimental stimulation by burst -firing weak magnetic fields over the right temporal lobe may facilitate apprehension in women,10.2466/pms.1992.75.2.667
Modification of activation and evaluation p roperties of narratives by weak complex magnetic field patterns that stimulate limbic burst firing,10.3109/00207459309000594
Pulsed static magnetic field effec ts on in-vitro  pineal indoleamine metabolism,10.1016/0167-4889(92)90100-p
Electric field -induced  fusion of sea- urchin eggs,10.1111/j.1440-169x.1981.00479.x
Frequency windows in stimulating a cell with electric fields: a computer simulation,10.1109/meco.2017.7977223
Electrical fusion of cells and nuclei in vitro : prelimenary note,10.1007/bf01872943
Control of developing fields,10.1146/annurev.bb.01.060172.002205
Nonlinear effects of periodic electric fields on membrane proteins,10.1007/978-1-4613-0557-6_19
Localization of steady currents in the lens,10.3109/02713688209020020
Self -generated electrical currents through Xenopus  neurulae,10.1113/jphysiol.1984.sp015295
Neurite growth and  responses to electric fields in calciu m-free media in Nuccitelli,10.1523/jneurosci.02-04-00483.1982
Endogenous electrical cur rent leaves the limb and prelimb region of the Xenopus  embryo,10.1016/0012-1606(83)90077-5
The responses of cells to electrical fields: a review,10.1083/jcb.101.6.2023
Electric embryos,10.1016/0044-8486(92)90197-s
DNA  systems in cartilage cells are stimulated by oscillating electric fields,10.1126/science.625660
The differentiation of normal and transformed human fibroblasts in vitro  is influenced by electromagnetic fields,10.1016/0014-4827(89)90263-2
Changes in electrical potential of insect pupae prior to emergence,10.1093/jee/38.5.617
Effects of an 1100- kV prototype transmission line on tree growth,10.1109/t-pas.1977.32345
Biological effects of non -ionizing radiation: an outline of fundamental laws,10.1111/j.1749-6632.1974.tb26795.x
In vivo skeletal modifications of chicken embryos induced by electromagnetic fields in BRAGS  Vol. 2 Rooze,10.3109/15368379109031400
In vivo  modifications induced by electromagnetic stimulation of chicken embryos,10.1016/0021-9290(80)90290-0
Transformation of renal tumors of frogs to normal tissues in regenerating limbs of salamanders,10.1242/dev.65.supplement.3
Methods of inducing limb regeneration in adult anura,10.3181/00379727-49-13580
Polarized control of regional structure in Tubularia,10.1016/0012-1606(63)90137-4
Electrical studies on normally regenerating,10.1016/s0021-9258(18)35577-7
A 0.5 G,
Effect of an applied electric current o n the externallongitudinal polarity potentials of the Douglas fir,10.1002/j.1537-2197.1937.tb09117.x
Bioelectric fields and correlation in plants,10.1097/00010694-194709000-00010
Combined DC and ELF magn etic fields can alter cell proliferation,10.1002/bem.2250110105
A quantum mechanical interaction of human erythrocytes,10.1139/y82-007
Nifedipine is an antagonist to cyclotron resonance enhancement of 45Ca incorporation in human lymphocytes,10.1016/0143-4160(87)90025-x
Cancer as a dynamic developmental disorder,10.1158/0008-5472.can-08-4213
Weak 50 -Hz electromagnetic fields activate rat open field behavior,10.1016/0031-9384(85)90131-3
Stimulation of regeneration of the rat sciatic nerve by 50 Hz sinusoidal magnetic fields,10.1016/0014-4886(91)90132-v
The Stimulatory effect of magnetic fields on regeneration of the rat sciatic nerve is frequency dependent,10.1016/0014-4886(92)90113-5
P ositional Information in Imaginal Disks: a Cartesian Coordinate Model,10.1007/springerreference_98696
Experimental investigations on Ultraweak Photon Emission,10.1007/0-387-24996-6_13
Accelerated growth of chick embryo stimulated by a pulsing  electromagnetic field,10.1016/b978-0-08-027207-8.50035-7
Northeasterly orientation and defense of nest entrances in the harvester ant,10.1007/bf01053297
Effects of a magnetic fiel d on tomato ripening,10.1038/199091a0
On orientation of rhizoid outgrowth of Ulva mutabilis  by applied electric fields,10.1016/0014-4827(73)90398-4
Effects of the action of a hypomagnetic field in the motor activity of ciliary apparatus of ependiymal cells in vivo,10.1007/s11427-014-4644-z
On the cyclotron resonance m odel of ion transport,10.1063/1.350332
Treatment with AC pulsed electromagnetic fields improves olfactory function in Parkinson's disease,10.3109/00207459909000662
A 50 Hz s inusoidal magnetic field induces changes in the membrane electrical properties of K562 leukaemic cells,10.1016/0302-4598(94)01750-u
Nocturnal exposure to intermittent 60 Hz magnetic fiel ds alters human circadian rhythm,10.1002/(sici)1521-186x(1998)19:2<98::aid-bem7>3.0.co;2-z
Growth of human cultured cells exposed to a non -homogenous static magnetic field generated by Sm -Co magnets,10.1016/0167-4889(92)90111-n
Magnetoencephalography,10.1007/978-3-540-29805-2_2260
Case -control study of childhoood cancer and exposure to 60 -Hz magnetic fields,10.1093/oxfordjournals.aje.a114943
Exploratory laser flash photolysis study of free radical reactions and magnetic field effects in melatonin chemistry,10.1111/j.1600-079x.1995.tb00188.x
Cell electrophoresis of amphibian blastula and gastrula cells,10.1016/0012-1606(73)90339-4
Inhibition of experimental tumor growth in Hamsters by small direct currents,10.1007/bf00980920
Localization of ultraweak photon emission in plants,10.1007/s00114-005-0059-9
Electrical control of rhizo id formation in the red alga  Griffthsia bornetiana,10.1085/jgp.18.1.1
Action of 50 Hz magnetic fields on cyclic AMP and intercellular communication in monolayers and spheroi ds of mammalian cells,10.1002/bem.2250160606
Action of a 50 Hz magnetic field on proliferation of cells in culture,10.1002/(sici)1521-186x(1997)18:2<177::aid-bem11>3.0.co;2-o
Light -stimulted ultraweak photon reemission of human amnion cells and Wish cells,10.1007/bf02797365
Electrical and curvature responses of the avena coleoptile to transversely applied direct current,10.1104/pp.23.2.188
RF -field interactions with biological systems: electrical properties and biophysical mechanisms,10.1109/proc.1980.11589
Correlation between the electrical current generated by a bean root growing in water and the rate of elongation of the root,10.1071/bi9550036
Electric fields in plants,10.1146/annurev.pp.18.060167.002205
Monitoring a mammalian nuclear membrane phase transition by intrinsic ultraweak light emission,10.1016/0014-5793(91)80733-j
Sinusoidal 60  Hz magnetic fields depress rat pineal NAT activity and serum melatonin,10.1016/0024-3205(95)02092-w
Effects of earth -strength magnetic stimuli on the pineal gland and central nervous neurons,10.1007/978-3-642-71526-6_19
Cancer and normal cells are  magnetically different,10.1016/j.semcancer.2010.04.002
Repetative h igh magnetic field stimulation,10.1016/s1353-8020(11)70675-7
Possible physiological mechanisms for neurobehavioral effects of electromagnetic exposure,10.1016/j.ntt.2015.04.097
Exposure to electromagnetic fields and the risk of leukemia,10.1080/00039896.1986.9935766
Electrophysiological evidence for low -resistance intercellular junctions in the early chick embryo,10.1083/jcb.37.3.650
The role of cell surface polarization in biological effects of ELF  fields,10.1109/iembs.1990.691895
Embryonic neuroepithelium sodium transport,10.1007/s002329900124
Three -dimensional gradients of voltage during development of the nervous system as invisible coordinates for the establishment of embryonic  pattern,10.1002/aja.1002020202
The geomagnetic field: a factor in cellular interactions,10.1016/0032-0633(63)90020-5
Effect of electromagnetic pulse application on fracture healing  with emphasis on vascularization,10.1002/jbmr.3610
Effect of electric stimulation on sea- urchin spermatozoa,10.1111/j.1469-185x.1951.tb00771.x
Electromagnetic radiations and cancer,10.5005/jp/books/12812_2
Very weak luminescence of muscles,10.1016/s0009-2614(00)00587-x
Effects on early plant growth from nulled and directional magnetic field environments,10.3389/fpls.2014.00445
The p olar co -ordinate model for pattern regulation in epimorphic fields,10.1016/0022-5193(81)90114-4
Influence of electrostatic fields on seed germination,10.1038/211303a0
Electrically induced fusion of human cells,10.1007/bf00314422
Deficits in spatial learning after exposure of mice to a 50 Hz magnetic field,10.1002/(sici)1521-186x(1998)19:2<79::aid-bem4>3.0.co;2-0
Extracellular currents during oogenesis in an insect,10.1006/dbio.1993.1190
Effects of exposure to 60 Hz electric fields  on the development of Hanford miniature swine,10.1002/bem.2250080303
Effects of 50 Hz EMF exposure on micronucleus formation and apoptosis in transformed and nontransformed human cell lines,10.1002/(sici)1521-186x(1998)19:2<85::aid-bem5>3.0.co;2-#
Evolutionary pulsations and geomagnetic polarity,10.1130/0016-7606(1966)77[197:epagp]2.0.co;2
Mechanism of erythrocyte aggregate formation in presence o f magnetic field and dextrans as analyzed by laser light scattering,10.3233/bir-1988-251-232
Magnetobiological effects on a cyanobacterium,10.3109/15368379409030720
The effects of minute directed electrical currents on cultured chick embryo trigeminal ganglia,10.1242/dev.33.1.29
The effects of direct and inductively coupled current and nerve growth factor on nerve generation in vitro,10.1016/0006-8993(93)90893-r
In vitro  stimulation of central nervous system regeneration by direct current and PEMF,10.1054/jocn.2002.1080
Pulsed electromagnetic fields stimulate nerve regeneration in vitro  and in vivo,10.3233/rnn-1990-13419
Electric and pulsed electromagnetic field effects on nerve tissue regeneration,10.1111/j.1749-6632.1974.tb26823.x
Influence of magnetism upon insect development,10.1038/scientificamerican03311888-10210supp
Ultraweak photon emission in modelreactions of the in vitro  formation of eumelanins and pheomelanins,10.1111/j.1600-0749.1987.tb00409.x
Stress -induced photon emission from perturbed organisms,10.1007/bf01947992
Dete ction of magnetism in the red imported fire ant,10.1007/978-1-4020-6359-6_3321
Immunologic effects of nonionizing electromagnetic radiation,10.1109/memb.1987.5006375
Lithium a s a normal metabolite,10.1002/bem.2250090409
Modulation of newt limb regeneration by electromagnetically induced low level pulsating current,10.1117/12.560472
Induction of partial limb regeneration in Rana pipiens  by galvanic stimulation,10.1002/ar.1091580110
Effects of e lectrical fields upon regeneration in the metazoa,10.1093/icb/10.2.133
Effects of electrode placement on stimulation of adult frog limb regeneration,10.1111/j.1749-6632.1974.tb26816.x
Bioelectrical Control of Growth: A retrospective look,10.1116/1.1599864
Calcium cyclotron r esonance and diatom mobility,10.1002/bem.2250080302
Limb Regeneration,10.1002/wdev.73
The earth's magnetic field as a na vigational cue,10.1007/978-3-642-41714-6_50109
Calcium buffer injections arrest fucoid egg development by  suppressing calcium gradients,10.2307/1541640
Experimental induction of intermale aggressive behavior in limbic epileptic rats by weak,10.3109/00207459808986464
Calcium control of pollen tube tip growth,10.2307/1541642
Electric field exposure activates immunocytes,10.3109/15368379409030706
Magnetic field effects on pineal N -Acetyltransferase activity and melatonin content in the gerbil - role of pigmentation and sex,10.1016/0031-9384(88)90350-2
Sodium transport and the control of epiblast polarity in the early chick embryo,10.1242/dev.77.1.73
Behavior and motility of cultured chick mesoderm cells to steady electric fields,10.1016/0014-4827(81)90013-6
Calcium channel subtypes and intracellular calcium stores modulate electric field -stimulated and oriented nerve growth,10.1006/dbio.1995.1286
Pretraining exposure to physiologically patterned electromagnetic stimulation attenuates fear -conditioned analgesia,10.3109/00207450008999679
Pulsing electromagnetic fields (PEMFs) stimulate population growth in L5178Y and CHO -WB1 cells,10.5035/nishiseisai.38.1166
Admissions of patients with epileptic seizures (E) and Dizziness (D) related to geomagnetic and solar activity levels,10.1016/0306-9877(91)90017-s
The distribution of free calcium in transected spinal axons and its modulation by applied electrical fields,10.1523/jneurosci.10-11-03564.1990
Environmental and occupational exposure to electromagnetic fields,10.1109/memb.1987.5006368
Teratological assessment of exposure to time -varying magnetic field,10.1002/tera.1420380509
Xenopus  neural crest migration in an applied electrical field,10.1083/jcb.97.4.1226
Endogenous electrical currents in the water mold Blastocladiella emersonii  during growth and sporulation,10.1073/pnas.77.11.6673
Effects of weak magnetic fields on gerbil spontaneous activity,10.1111/j.1749-6632.1971.tb13106.x
Electrofusion of fibro -blast- like cells,10.1007/978-1-4612-4826-2_5
Abnormalities in organs of mice induced by a magnetic field,10.1038/221270a0
Pattern formation during embryogenesis of the multicellular organism volvox in Malacinski and Bryant,10.1086/414211
Reevaluation of electrophoresis in the Drosophila  egg chamber,10.1006/dbio.1993.1019
A Possible Biophotochemical Mechanism for Cell Communication,10.1016/j.bpj.2017.11.1874
Electrical stimulation of hybridoma cells producing monoclonal antibody to cAMP,10.1016/0167-4889(86)90098-4
Strong interactions of radiofrequency fields with nucleic acids,10.1007/978-1-4613-2789-9_3
Remar ks on the resonant phenomena in electrical therapy,10.1016/s0016-0032(39)91160-9
Effect of pulsing electromagnetic field on DNA synthesis in mammalian cells in culture,10.1007/bf01952459
Beneficial and harmful acceleration of growth induced by the actio n of non- ionizing radiation,10.1007/bf00839064
Magnetic field effects on coenzyme B12 -dependent enzymes,10.1201/9781003213390-5
The mechanisms of athermal microwave biological effects,10.1002/bem.2250020307
?,
Electrical polarity and cellular differentiation in meroistic ovaries,10.1093/icb/21.3.675
Elec troreception and magnetoreception in simple and complex organisms,10.1002/bem.2250100302
Exposure of domestic quail embryos to extremely low frequency magnetic fields,10.1080/09553009514551251
Cancer risks due to exposure to electromagnetic fields,10.1007/978-3-642-84068-5_12
Electrical control of polarity in plants,10.3181/00379727-20-54
A distributed quasi -static ionic current source in the 3- 4 day old chicken embryo,10.1088/0031-9155/38/9/010
The effect of stress factors on the spontaneous photon emission from microorganisms,10.1007/bf01947991
Enhanced hypnotizability by cerebrally applied m agnetic fields depends upon the order of hemispheric presentation,10.3109/00207459408986076
Evidence for genotoxicity of resonant ELF magnetic fields,10.1016/0302-4598(94)01722-d
Magnets curtail honey bee dancing,10.1016/s0003-3472(81)80186-8
