Title,DOI
Direct inhibition of cardiac hyperpolarization-activated cyclic nucleotide-gated pacemaker channels by clonidine,10.1161/CIRCULATIONAHA.106.667675
Plk4-induced centriole biogenesis in human cells,10.1016/j.devcel.2007.07.002
A sex-specific metabolite identified in a marine invertebrate utilizing phosphorus-31 nuclear magnetic resonance,10.1371/journal.pone.0000780
[Seasonal variations in the myocardial infarction incidence and possible effects of geomagnetic micropulsations on the cardiovascular system in humans],10.1139/p62-120
Micromere-derived signal regulates larval left-right polarity during sea urchin development,10.1002/jez.378
"Adult neurogenesis and hippocampal memory function: new cells, more plasticity, new memories?",10.1016/j.nec.2006.10.008
Alternating electric fields arrest cell proliferation in animal tumor models and human brain tumors,10.1073/pnas.0702916104
Active alignment of microtubules with electric fields,10.1021/nl061474k
Genetically engineered human neural stem cells for brain repair in neurological diseases,10.1016/j.braindev.2006.07.012
Potential energy landscape and robustness of a gene regulatory network: toggle switch,10.1371/journal.pcbi.0030060
"Deer antler regeneration: cells, concepts, and controversies",10.1002/jmor.10546
Specifying positional information in the embryo: looking beyond morphogens,10.1016/j.cell.2007.06.038
Targeting the tumor microenvironment,10.1007/978-3-030-59038-3_1
Congenital heart disease and other heterotaxic defects in a large cohort of patients with primary ciliary dyskinesia,10.1161/circulationaha.106.649038
"Hypoxia-inducible factors, stem cells, and cancer",10.1016/j.cell.2007.04.019
Pattern Formation in an Array of Oscillators with Electrical and Chemical Coupling,Doi 10.1137/060661041
Tol2: a versatile gene transfer vector in vertebrates,10.1186/gb-2007-8-s1-s7
Comparative integromics on non-canonical WNT or planar cell polarity signaling molecules: transcriptional mechanism of PTK7 in colorectal cancer and that of SEMA6A in undifferentiated ES cells,10.3892/ijmm.20.3.405
New proposals for testing drugs with IKr-blocking activity to determine their teratogenic potential,10.2174/138161207782110471
Why is cancer drug discovery so difficult?,10.1038/nrd2155
Depolarization of isolated horizontal cells of fish acidifies their immediate surrounding by activating V-ATPase,10.1113/jphysiol.2007.142646
From memory-based decisions to decision-based movements: a model of interval discrimination followed by action selection,10.1016/j.neunet.2007.04.015
Planar cell polarity signaling in vertebrates,10.1002/bies.20526
Generation of insulin-producing islet-like clusters from human embryonic stem cells,10.1634/stemcells.2006-0761
"Bee venom stimulates human melanocyte proliferation, melanogenesis, dendricity and migration",10.1038/emm.2007.66
Noninherited risk factors and congenital cardiovascular defects: current knowledge: a scientific statement from the American Heart Association Council on Cardiovascular Disease in the Young: endorsed by the American Academy of Pediatrics,10.1161/CIRCULATIONAHA.106.183216
Electrophysiological characterization of neural stem/progenitor cells during in vitro differentiation: study with an immortalized neuroectodermal cell line,10.1002/jnr.21282
Amphetamine toxicity in the planarian Dugesia tigrina,10.3758/bf03342981
"The association between scalp hair-whorl direction, handedness and hemispheric language dominance: is there a common genetic basis of lateralization?",10.1016/j.neuroimage.2006.12.025
The PEAR proposition,10.1016/j.explore.2007.03.005
Science of the subjective,10.1016/j.explore.2007.03.014
A modular model of mind/matter manifestations (M5),10.1016/j.explore.2007.03.023
"Information, consciousness, and health",10.1016/j.explore.2007.03.007
Emergence of novel color vision in mice engineered to express a human cone photopigment,10.1126/science.1138838
Evolution and structural diversification of hyperpolarization-activated cyclic nucleotide-gated channel genes,10.1152/physiolgenomics.00142.2006
The Dugesia ryukyuensis database as a molecular resource for studying switching of the reproductive system,10.2108/zsj.24.31
Coupling cellular oscillators: a mechanism that maintains synchrony against developmental noise in the segmentation clock,10.1002/dvdy.21139
Helical microtubule arrays in a collection of twisting tubulin mutants of Arabidopsis thaliana,10.1073/pnas.0701224104
Electronic control of Ca2+ signalling in neuronal cells using an organic electronic ion pump,10.1038/nmat1963
Translation of SOX10 3' untranslated region causes a complex severe neurocristopathy by generation of a deleterious functional domain,10.1093/hmg/ddm262
What lies at the interface of regenerative medicine and developmental biology?,10.1242/dev.003707
Connexin43 and the brain transcriptome of newborn mice,10.1016/j.ygeno.2006.09.007
Wound healing with electric potential,10.1056/nejmcibr066496
Autism: the first firm finding = underconnectivity?,10.1016/j.yebeh.2007.03.010
Cocaine withdrawal and neuro-adaptations in ion channel function,10.1007/bf02700626
A gynandromorph of Culiseta morsitans,10.2987/8756-971x(2007)23[340:agocm]2.0.co;2
"Epithelial to mesenchymal transition: expression of the regulators snail, slug, and twist in pancreatic cancer",10.1158/1078-0432.ccr-06-2926
Right-handed snakes: convergent evolution of asymmetry for functional specialization,10.1098/rsbl.2006.0600
Multiple mechanosensory modalities influence development of auditory function,10.1523/jneurosci.4188-06.2007
Zebrafish short fin mutations in connexin43 lead to aberrant gap junctional intercellular communication,10.1016/j.febslet.2007.06.030
Emergence of symmetry breaking in fucoid zygotes,10.1016/j.tplants.2007.04.007
Modeling homeoprotein intercellular transfer unveils a parsimonious mechanism for gradient and boundary formation in early brain development,10.1016/j.jtbi.2007.07.026
Alteration of estrogen-regulated gene expression in human cells induced by the agricultural and horticultural herbicide glyphosate,10.1177/0960327107083453
Right-elevated expression of charon is regulated by fluid flow in medaka Kupffer's vesicle,10.1111/j.1440-169x.2007.00937.x
Learning multiple layers of representation,Doi 10.1016/J.Tics.2007.09.004
"Left-sided embryonic expression of the BCL-6 corepressor, BCOR, is required for vertebrate laterality determination",10.1093/hmg/ddm125
A do-it-yourself quantum eraser,10.1038/scientificamerican0507-90
Role of Kir4.1 channels in growth control of glia,10.1002/glia.20574
Deciphering the signaling events that promote melanoma tumor cell vasculogenic mimicry and their link to embryonic vasculogenesis: role of the Eph receptors,10.1002/dvdy.21190
Re-expression of a developmentally restricted potassium channel in autoimmune demyelination: Kv1.4 is implicated in oligodendroglial proliferation,10.2353/ajpath.2007.061241
In vitro exposure to 0.57-MHz electric currents exerts cytostatic effects in HepG2 human hepatocarcinoma cells,10.3892/ijo.30.3.583
Reprogramming metastatic tumour cells with embryonic microenvironments,10.1038/nrc2108
Asymmetric innervation of the habenula in zebrafish,10.1002/cne.22777
KCNE beta subunits determine pH sensitivity of KCNQ1 potassium channels,10.1159/000099189
Mapping ATP-binding cassette transporter gene expression profiles in melanocytes and melanoma cells,10.1097/cmr.0b013e3282a7e0b9
The thermodynamics of general anesthesia,10.1529/biophysj.106.099754
The use of the Xenopus oocyte as a model system to analyze the expression and function of eukaryotic heat shock proteins,10.1016/j.biotechadv.2007.03.003
Excitotoxic mechanisms in stroke: an update of concepts and treatment strategies,10.1016/j.neuint.2007.04.026
Microarray profile of seizure damage-refractory hippocampal CA3 in a mouse model of epileptic preconditioning,10.1016/j.neuroscience.2007.09.020
Embryogenesis and expression profiles of charon and nodal-pathway genes in sinistral (Paralichthys olivaceus) and dextral (Verasper variegatus) flounders,10.2108/zsj.24.137
Characterization of novel genes expressed specifically in the sexual organs of the planarian Dugesia ryukyuensis,10.1387/ijdb.062267sh
Liver regeneration stimulates tumor metastases,10.1016/j.jss.2006.06.024
Oxygen producing biomaterials for tissue regeneration,10.1016/j.biomaterials.2007.07.003
aPKC controls microtubule organization to balance adherens junction symmetry and planar polarity during development,10.1016/j.devcel.2007.02.011
Large-scale analysis of ion channel gene expression in the mouse heart during perinatal development,10.1152/physiolgenomics.00163.2006
Molecular regulation of visual system development: more than meets the eye,10.1101/gad.1504307
The metamorphic fate of supernumerary caudal vertebrae in South Asian litter frogs (Anura: Megophryidae),10.1111/j.1469-7580.2007.00757.x
"Multiple-color optical activation, silencing, and desynchronization of neural activity, with single-spike temporal resolution",10.1371/journal.pone.0000299
Neuronal Competition and Selection During Memory Formation,10.1126/science.1139438
Cdc2-mediated Schwann cell migration during peripheral nerve regeneration,10.1242/jcs.03322
Social integration of robots into groups of cockroaches to control self-organized choices,10.1126/science.1144259
Automated real-time measurements of leukocyte chemotaxis,10.1016/j.jim.2006.12.005
On the role of receptor-receptor interactions and volume transmission in learning and memory,10.1016/j.brainresrev.2007.02.004
How repeatable are associations between polymorphisms in achaete-scute and bristle number variation in Drosophila?,10.1534/genetics.106.067108
PhenomicDB: a new cross-species genotype/phenotype resource,10.1093/nar/gkl662
Auxin transport is sufficient to generate a maximum and gradient guiding root growth,10.1038/nature06215
Differential immunohistochemical and biological profile of squamous cell carcinoma of the breast,10.5174/tutfd.2008.00650.2
Patterns of somatic mutation in human cancer genomes,10.1038/nature05610
Does direction of induced electric field or current provide a test of mechanism involved in nerve regeneration?,10.1002/bem.20331
Convergent extension and the hexahedral cell,10.1038/ncb438
Dimensions of mind perception,10.1126/science.1134475
Targeting and readout strategies for fast optical neural control in vitro and in vivo,10.1523/JNEUROSCI.3578-07.2007
Mechanisms of photoswitch conjugation and light activation of an ionotropic glutamate receptor,10.1073/pnas.0701274104
Optical switches and triggers for the manipulation of ion channels and pores,10.1039/b710287a
Chemical wave based programming in reaction-diffusion systems,10.1007/s00354-020-00094-z
Fluoxetine partly exerts its actions through GABA: a neurochemical evidence,10.1007/s11064-007-9357-2
Myoblast proliferation and syncytial fusion both depend on connexin43 function in transfected skeletal muscle primary cultures,10.1016/j.yexcr.2007.01.012
Iberian green frog tadpoles may learn to recognize novel predators from chemical alarm cues of conspecifics,10.1016/j.anbehav.2006.11.032
Molecular basis of voltage dependence of connexin channels: An integrative appraisal,10.1016/j.pbiomolbio.2007.03.007
"Spindle orientation, asymmetric division and tumour suppression in Drosophila stem cells",10.1038/nrg2103
"Prolong QT interval and ""torsades de pointes"" associated with different group of drugs",10.1007/bf03259230
The neural basis of decision making,10.1146/annurev.neuro.29.051605.113038
New waves of discovery: modeling cancer in zebrafish,10.1200/jco.2006.08.9821
Independent requirements for Hedgehog signaling by both the anterior heart field and neural crest cells for outflow tract development,10.1242/dev.02824
Bicoid by the numbers: quantifying a morphogen gradient,10.1016/j.cell.2007.06.036
Micromechanical control of cell and tissue development: implications for tissue engineering,10.1016/j.addr.2007.08.014
Osgood Schlatter syndrome,10.1097/MOP.0b013e328013dbea
The theory of facilitated variation,10.1073/pnas.0701035104
The vacuolar-ATPase inhibitor bafilomycin and mutant VPS35 inhibit canonical Wnt signaling,10.1016/j.nbd.2006.12.004
Medicine and surgery of amphibians,10.1093/ilar.48.3.255
Serotonin reuptake inhibitor-induced perinatal complications,10.2165/00148581-200709020-00003
"Analysis and mapping of CACNB4, CHRNA1, KCNJ3, SCN2A and SPG4, physiological candidate genes for porcine congenital progressive ataxia and spastic paresis",10.1111/j.1439-0388.2007.00673.x
"Chlorpyrifos, chlorpyrifos-oxon, and diisopropylfluorophosphate inhibit kinesin-dependent microtubule motility",10.1016/j.taap.2006.10.008
"Chlorpyrifos, chlorpyrifos-oxon, and diisopropylfluorophosphate inhibit kinesin-dependent microtubule motility",10.1016/j.taap.2006.10.008
Cdc42 regulates cofilin during the establishment of neuronal polarity,10.1523/JNEUROSCI.3322-07.2007
Retinal organization in the retinal degeneration 10 (rd10) mutant mouse: a morphological and ERG study,10.1002/cne.21144
Electroporation-mediated plasmid gene transfer in rat incisional wound,10.1016/j.jdermsci.2007.03.008
Disease burden of adult lung cancer and ischaemic heart disease from passive tobacco smoking in China,10.1136/tc.2007.021477
From the Golgi-Cajal mapping to the transmitter-based characterization of the neuronal networks leading to two modes of brain communication: wiring and volume transmission,10.1016/j.brainresrev.2007.02.009
The neural crest: understanding stem cell function in development and disease,10.1159/000100354
Electrical signals and their physiological significance in plants,10.1111/j.1365-3040.2006.01614.x
Autonomy: A review and a reappraisal,10.1007/978-3-540-74913-4_46
Free-energy and the brain,10.1007/s11229-007-9237-y
"Leech locomotion: swimming, crawling, and decisions",10.1016/j.conb.2008.01.006
Do evolution and ecology need the Gaia hypothesis?,10.1016/j.tree.2007.07.007
Positive feedback between Cdc42 activity and H+ efflux by the Na-H exchanger NHE1 for polarity of migrating cells,10.1083/jcb.200704169
Maladaptation and the paradox of robustness in evolution,10.1371/journal.pone.0001021
The emergence of neurotransmitters as immune modulators,10.1016/j.it.2007.07.005
LRRTM1 on chromosome 2p12 is a maternally suppressed gene that is associated paternally with handedness and schizophrenia,10.1038/sj.mp.4002053
A pharmacological analysis of mice with a targeted disruption of the serotonin transporter,10.1007/s00213-007-0910-0
Electrical alternans and hemodynamics in the anesthetized guinea pig can discriminate the cardiac safety of antidepressants,10.1016/j.vascn.2006.03.007
The spark of life: the role of electric fields in regulating cell behaviour using the eye as a model system,10.1159/000097901
Functional up-regulation of human leukocyte antigen class I antigens expression by 5-aza-2'-deoxycytidine in cutaneous melanoma: immunotherapeutic implications,10.1158/1078-0432.CCR-06-3091
Chemical genetics: reshaping biology through chemistry,10.2976/1.2752600
Type 2 diabetes-associated missense polymorphisms KCNJ11 E23K and ABCC8 A1369S influence progression to diabetes and response to interventions in the Diabetes Prevention Program,10.2337/db06-0966
Analysis of system structure-function relationships,10.1002/cmdc.200700153
Leave it all behind: a taxonomic perspective of autotomy in invertebrates,10.1111/j.1469-185X.2007.00020.x
Planar spindle orientation and asymmetric cytokinesis in the mouse small intestine,10.1369/jhc.7a7234.2007
Predictive Modeling of Signaling Crosstalk during C. elegans Vulval Development,10.1371/journal.pcbi.0030092
Executable cell biology,10.1038/nbt1356
Electric field-induced polarization of charged cell surface proteins does not determine the direction of galvanotaxis,10.1002/cm.20227
Brain of a white-collar worker,10.1016/S0140-6736(07)61127-1
Sox10 has a broad expression pattern in gliomas and enhances platelet-derived growth factor-B--induced gliomagenesis,10.1158/1541-7786.mcr-07-0113
The mother centriole plays an instructive role in defining cell geometry,10.1371/journal.pbio.0050149
"Development of gastroschisis: review of hypotheses, a novel hypothesis, and implications for research",10.1002/ajmg.a.31578
"The influence of cell mechanics, cell-cell interactions, and proliferation on epithelial packing",10.1016/j.cub.2007.11.049
"Evidence for non-chemical, non-electrical intercellular signaling in intestinal epithelial cells",10.1016/j.bioelechem.2007.03.001
Fluoxetine enhances cutaneous wound healing in chronically stressed Wistar rats,10.1097/01.ASW.0000262710.59293.6b
New statistical methods enhance imaging of cameleon fluorescence resonance energy transfer in cultured zebrafish spinal neurons,10.1117/1.2745263
The retinal ganglion cell axon's journey: insights into molecular mechanisms of axon guidance,10.1016/j.ydbio.2007.05.013
Taxis equations for amoeboid cells,10.1007/s00285-007-0070-1
Robotic self-replication in a structured environment without computer control,10.1109/cira.2007.382902
Transplantation of cultured adult porcine full-thickness retina,10.3727/000000007783464506
Brain regeneration in anuran amphibians,10.1111/j.1440-169x.2007.00914.x
Apoptosis: a review of programmed cell death,10.1100/tsw.2002.161
"Homeostatic plasticity studied using in vivo hippocampal activity-blockade: synaptic scaling, intrinsic plasticity and age-dependence",10.1371/journal.pone.0000700
Glucocorticoids enhance the excitability of principal basolateral amygdala neurons,10.1523/JNEUROSCI.0680-07.2007
When the group denies individual nutritional wisdom,10.1016/j.anbehav.2006.12.022
Metagenomics and biological ontology,10.1016/j.shpsc.2007.09.001
Regulation of redox metabolism in the mouse oocyte and embryo,10.1242/dev.02744
Epigenetic marking and neuronal plasticity,10.1016/j.biopsych.2007.04.037
"Local serotonergic signaling in mammalian follicles, oocytes and early embryos",10.1016/j.lfs.2007.09.034
Signaling pathways in cancer and embryonic stem cells,10.1007/s12015-007-0004-8
Impact of Kir6.2 E23K polymorphism on the development of type 2 diabetes in a general Japanese population: The Hisayama Study,10.2337/db06-1709
Engineering and characterization of an enhanced fluorescent protein voltage sensor,10.1371/journal.pone.0000440
Voltage-dependent dynamic FRET signals from the transverse tubules in mammalian skeletal muscle fibers,10.1085/jgp.200709831
"Positioning the extreme anterior in Xenopus: cement gland, primary mouth and anterior pituitary",10.1016/j.semcdb.2007.04.002
Sodium channel blockade may contribute to the analgesic efficacy of antidepressants,10.1016/j.jpain.2006.10.001
Forward and reverse hippocampal place-cell sequences during ripples,10.1038/nn1961
FLUOXETINE modifies the expression of serotonergic markers in a differentiation-dependent fashion in the mesencephalic neural cell line A1 mes c-myc,10.1016/j.brainres.2007.01.076
The regulation of ion channels and transporters by glycolytically derived ATP,10.1007/s00018-007-7332-3
Bronchial epithelial spheroids: an alternative culture model to investigate epithelium inflammation-mediated COPD,10.1186/1465-9921-8-86
Development of pharmacoresistance to benzodiazepines but not cannabinoids in the hippocampal neuronal culture model of status epilepticus,10.1016/j.expneurol.2007.01.001
Brief exposures to theta-burst magnetic fields impair the consolidation of food-induced conditioned place preference,10.1080/00207450500535834
Case report of unilateral clefting: is sonic hedgehog to blame?,10.2350/06-03-0063
Pain perception and electromagnetic fields,10.1016/j.neubiorev.2007.01.003
Empirical multiscale networks of cellular regulation,10.1371/journal.pcbi.0030207
LIF-mediated control of embryonic stem cell self-renewal emerges due to an autoregulatory loop,10.1096/fj.06-7852com
Embryonic cardiac arrhythmia and generation of reactive oxygen species: common teratogenic mechanism for IKr blocking drugs,10.1016/j.reprotox.2007.04.005
Mechanical properties and compositions of tissue engineered and native arteries,10.1007/s10439-006-9226-1
Regulation of vacuolar proton pumping ATPase-dependent luminal acidification in the epididymis,10.1111/j.1745-7262.2007.00299.x
Conditional targeted cell ablation in zebrafish: a new tool for regeneration studies,10.1002/dvdy.21100
Robust coding of flow-field parameters by axo-axonal gap junctions between fly visual interneurons,10.1073/pnas.0703697104
Thoughts on the cultural evolution of man. Developmental imprinting and transgenerational effect,10.1016/b978-0-12-816363-4.00018-3
Evolutionary selection pressure and family relationships among connexin genes,10.1515/bc.2007.028
One-trial in vitro conditioning of hermissenda regulates phosphorylation of ser-122 of csp24,10.1196/annals.1415.012
Early embryonic expression patterns of the mouse Flamingo and Prickle orthologues,10.1002/dvdy.21338
Evidence that ethanol acts on a target in Loop 2 of the extracellular domain of alpha1 glycine receptors,10.1111/j.1471-4159.2007.04680.x
Top-down causation without top-down causes,Doi 10.1007/S10539-006-9028-8
Energizing an invertebrate embryo: bafilomycin-dependent respiration and the metabolic cost of proton pumping by the V-ATPase,10.1086/518344
Collective minds,445715a [pii] 10.1038/445715a
Maternal serotonin is crucial for murine embryonic development,10.1073/pnas.0606722104
Control information theory: the ‘missing link’ in the science of cybernetics,https://doi.org/10.1002/sres.808
Modeling the bicoid gradient: diffusion and reversible nuclear trapping of a stable protein,10.1016/j.ydbio.2007.09.058
Relevance of combinatorial profiles of intermediate filaments and transcription factors for glioma histogenesis,10.1111/j.1365-2990.2007.00829.x
Biophysical characterization of MDR breast cancer cell lines reveals the cytoplasm is critical in determining drug sensitivity,10.1016/j.bbagen.2006.12.002
Paroxetine in the first trimester and the prevalence of congenital malformations,10.1002/pds.1463
A novel role for extracellular signal-regulated kinase in maintaining long-term memory-relevant excitability changes,10.1523/JNEUROSCI.3728-07.2007
"Controversies, genetics, diagnostic assessment, and outcomes relating to the heterotaxy syndrome",10.1017/S104795110700114X
"Mitochondria, redox signaling and axis specification in metazoan embryos",10.1016/j.ydbio.2007.05.042
Caspase-9 regulates apoptosis/proliferation balance during metamorphic brain remodeling in Xenopus,10.1073/pnas.0608877104
"HEDGEHOG-GLI1 signaling regulates human glioma growth, cancer stem cell self-renewal, and tumorigenicity",10.1016/j.cub.2006.11.033
Targeting virulence: a new paradigm for antimicrobial therapy,10.1038/nchembio.2007.24
An innexin-dependent cell network establishes left-right neuronal asymmetry in C. elegans,10.1016/j.cell.2007.02.052
Microfluidics for in vivo imaging of neuronal and behavioral activity in Caenorhabditis elegans,10.1038/nmeth1075
Paroxetine-induced apoptosis in human osteosarcoma cells: activation of p38 MAP kinase and caspase-3 pathways without involvement of [Ca2+]i elevation,10.1016/j.taap.2006.11.012
Mutations of KCNJ2 gene associated with Andersen-Tawil syndrome in Korean families,10.1007/s10038-006-0100-7
Zebrafish Bmp4 regulates left-right asymmetry at two distinct developmental time points,10.1016/j.ydbio.2007.03.001
The cAMP response element binding protein (CREB) as an integrative HUB selector in metazoans: clues from the hydra model system,10.1016/j.biosystems.2006.09.014
Involvement of chloride channels in TGF-beta1-induced apoptosis of human bronchial epithelial cells,10.1152/ajplung.00121.2007
The 16 kDa subunit of vacuolar H(+)-ATPase is a novel sarcoglycan-interacting protein,10.1016/j.bbadis.2007.01.014
Syndromes and disorders associated with omphalocele (I): Beckwith-Wiedemann syndrome,10.1016/S1028-4559(07)60002-3
UNC-1 regulates gap junctions important to locomotion in C. elegans,10.1016/j.cub.2007.06.060
Nt mutation causing laterality defects associated with deletion of rotatin,10.1007/s00335-007-9023-7
Radon exposure of the skin: II. Estimation of the attributable risk for skin cancer incidence,10.1088/0952-4746/27/3/R02
Effects of applied DC electric field on ligament fibroblast migration and wound healing,10.1080/03008200701424451
Mesenchymal to epithelial transition in development and disease,10.1159/000101298
Proteomic analysis of rat cortical neurons after fluoxetine treatment,10.1016/j.brainres.2006.12.008
Morphogenesis defects are associated with abnormal nervous system regeneration following roboA RNAi in planarians,10.1242/dev.02794
Regeneration and maintenance of the planarian midline is regulated by a slit orthologue,10.1016/j.ydbio.2007.05.006
Regenerating the central nervous system: how easy for planarians!,10.1007/s00427-007-0188-6
The melanocortin system in leukocyte biology,10.1189/jlb.0706426
The use of light-emitting diodes to stimulate mitochondrial function and liver regeneration of partially hepatectomized rats,10.1590/s0100-879x2007000800006
"Tumor blood vessels, a difficult hurdle for infiltrating leukocytes",10.1016/j.bbcan.2007.07.005
Tissue engineering of vascularized cardiac muscle from human embryonic stem cells,10.1161/01.res.0000257776.05673.ff
Evaluation of the effects of the marine toxin okadaic acid by using FETAX assay,10.1016/j.toxlet.2006.12.011
Expression of the Voltage-Gated Sodium Channel NaV1.5 in the Macrophage Late Endosome Regulates Endosomal Acidification,10.4049/jimmunol.178.12.7822
"Wnt/Axin1/beta-catenin signaling regulates asymmetric nodal activation, elaboration, and concordance of CNS asymmetries",10.1016/j.neuron.2007.07.007
Generation of cells committed towards the photoreceptor fate for retinal transplantation,10.1097/wnr.0b013e32815277c1
Excitatory GABA action is essential for morphological maturation of cortical neurons in vivo,10.1523/jneurosci.5169-06.2007
Wound epidermis formation and function in urodele amphibian limb regeneration,10.1007/s00018-007-7433-z
Plasticity of neuronal excitability: Hebbian rules beyond the synapse,10.3389/fnsyn.2010.00021
KCNQ channels are involved in the regulatory volume decrease response in primary neonatal rat cardiomyocytes,10.1016/j.bbamcr.2007.02.008
Remembering the past and imagining the future: a neural model of spatial memory and imagery,10.1037/0033-295X.114.2.340
Pycnogenol reduces talc-induced neoplastic transformation in human ovarian cell cultures,10.1002/ptr.2117
Pancreatic innervation in mouse development and beta-cell regeneration,10.1016/j.neuroscience.2007.09.079
Amphibians as animal models for laboratory research in physiology,10.1093/ilar.48.3.260
The effect of induced biphasic pulsed currents on re-epithelialization of a novel wound healing model,10.1002/bem.20267
The topological role of homeoproteins in the developing central nervous system,10.1016/j.tins.2007.03.010
"The Energy Body and Its Functions: Immunosurveillance, Longevity, and Regeneration",10.1196/annals.1393.019
Mycobacterium marinum produces long-term chronic infections in medaka: a new animal model for studying human tuberculosis,10.1016/j.cbpc.2006.07.012
Management of a delayed-union sesamoid fracture in a dancer,10.2519/jospt.2007.2472
Isolation and culture of adult neurons and neurospheres,10.1038/nprot.2007.207
Engineered bidirectional communication mediates a consensus in a microbial biofilm consortium,10.1073/pnas.0704256104
Acute and sub-lethal toxicity of three POEA surfactant formulations to Daphnia magna,10.1007/s00128-007-9091-0
Plasticity of intrinsic excitability during long-term depression is mediated through mGluR-dependent changes in I(h) in hippocampal CA1 pyramidal neurons,10.1523/JNEUROSCI.3520-07.2007
Nerve growth factor enhances voltage-gated Na+ channel activity and Transwell migration in Mat-LyLu rat prostate cancer cell line,10.1002/jcp.20846
Association study of olanzapine-induced weight gain and therapeutic response with SERT gene polymorphisms in female schizophrenic patients,10.1177/0269881106072750
Constructing realistic neural simulations with GENESIS,10.1007/978-1-59745-520-6_7
Why polyps regenerate and we don't: towards a cellular and molecular framework for Hydra regeneration,10.1016/j.ydbio.2006.12.012
Developmental effects of SSRIs: lessons learned from animal studies,10.1016/j.ijdevneu.2007.06.003
Asymmetries in pelvic lymph nodes and their metastatic involvement by gynecologic cancer cells,10.1111/j.1447-0756.2007.00664.x
Serotonin modulates the response of embryonic thalamocortical axons to netrin-1,10.1038/nn1896
A mitochondria-K+ channel axis is suppressed in cancer and its normalization promotes apoptosis and inhibits cancer growth,10.1016/j.ccr.2006.10.020
Automated reverse engineering of nonlinear dynamical systems,10.1073/pnas.0609476104
Deletions at the SOX10 gene locus cause Waardenburg syndrome types 2 and 4,10.1086/522090
Electroconvulsive therapy in melancholia: the role of hippocampal neurogenesis,10.1111/j.1600-0447.2007.00971.x
Rab11 maintains connections between germline stem cells and niche cells in the Drosophila ovary,10.1242/dev.008466
Characterisation of TRPM8 as a pharmacophore receptor,10.1016/j.ceca.2007.03.005
Ciliation and gene expression distinguish between node and posterior notochord in the mammalian embryo,10.1111/j.1432-0436.2006.00124.x
Conceptual development of the immune system as a sixth sense,10.1016/j.bbi.2006.09.004
A few remarks on 'combined action of DC and AC magnetic fields on ion motion in a macromolecule',10.1002/bem.20314
Grading movement strength by changes in firing intensity versus recruitment of spinal interneurons,10.1016/j.neuron.2006.11.011
Interphase chromosome arrangement in Arabidopsis thaliana is similar in differentiated and meristematic tissues and shows a transient mirror symmetry after nuclear division,10.1534/genetics.107.073270
"Values of sleep/wake, activity/rest, circadian rhythms, and fatigue prior to adjuvant breast cancer chemotherapy",10.1016/j.jpainsymman.2006.09.022
The role of NMDAR subtypes and charge transfer during hippocampal LTP induction,10.1016/j.neuropharm.2006.07.016
When words are painful: unraveling the mechanisms of the nocebo effect,10.1016/j.neuroscience.2007.02.020
Role of cooperative cell movements and mechano-geometric constrains in patterning of axial rudiments in Xenopus laevis embryos [English],10.1134/s1062360407030034
Information about a form (on the dynamic laws of morphogenesis),10.1016/j.biosystems.2006.09.015
Role of cooperative cell movements and mechano-geometric constrains in patterning of axial rudiments in Xenopus laevis embryos [Russian] [РОЛЬ коллективных клеточных движений и механогеометрических условий в разметке осевых зачатков у зародышей шпорцевой лягушки],10.7868/s0475145017010037
Nuclear import and export signals are essential for proper cellular trafficking and function of ZIC3,10.1093/hmg/ddl461
Multiphoton imaging of chick retinal development in relation to gap junctional communication,10.1113/jphysiol.2007.138776
Plasticity of antiepileptic drug targets,10.1111/j.1528-1167.2007.00994.x
"Mind does really matter: evidence from neuroimaging studies of emotional self-regulation, psychotherapy, and placebo effect",10.1016/j.pneurobio.2007.01.005
Direction of hair whorl and handedness,10.1080/13576500601112358
Insertional mutagenesis in gene therapy and stem cell biology,10.1097/MOH.0b013e3281900f01
Left-right olfactory asymmetry results from antagonistic functions of voltage-activated calcium channels and the Raw repeat protein OLRN-1 in C. elegans,10.1186/1749-8104-2-24
Towards neuro-memory-chip: imprinting multiple memories in cultured neural networks,10.1103/physreve.75.050901
Appearances can be deceiving: phenotypes of knockout mice,10.1093/bfgp/elm008
Paroxetine and congenital malformations: meta-Analysis and consideration of potential confounding factors,10.1016/j.clinthera.2007.05.003
Promotion of lens epithelial-fiber differentiation by the C-terminus of connexin 45.6 - a role independent of gap junction communication,10.1242/jcs.000935
Involvement of P-glycoprotein on ivermectin kinetic behaviour in sheep: itraconazole-mediated changes on gastrointestinal disposition,10.1111/j.1365-2885.2007.00848.x
MEART: The Semi-Living Artist,10.3389/neuro.12.005.2007
Embodying cultured networks with a robotic drawing arm,10.1109/IEMBS.2007.4352959
Paradoxes in carcinogenesis: new opportunities for research directions,10.1186/1471-2407-7-151
Signal transduction: Networks and integrated circuits in bacterial cognition,10.1016/j.cub.2007.10.011
The roles of Groucho/Tle in left-right asymmetry and Kupffer's vesicle organogenesis,10.1016/j.ydbio.2006.11.020
Glia: they make your memories stick!,10.1016/j.tins.2007.06.007
Electrophysiological properties of human adipose tissue-derived stem cells,10.1152/ajpcell.00089.2007
Early developmental pathology due to cytochrome c oxidase deficiency is revealed by a new zebrafish model,10.1074/jbc.M703528200
An architectural model of conscious and unconscious brain functions: Global Workspace Theory and IDA,10.1016/j.neunet.2007.09.013
Melanophores: a model system for neuronal transport and exocytosis?,10.1002/jnr.21132
